starttime,traveltime
7/8/15 21:43,508
7/8/15 21:52,524
7/8/15 21:57,527
7/8/15 21:57,857
7/8/15 22:10,544
7/8/15 22:21,406
7/8/15 22:42,451
7/8/15 23:04,711
7/9/15 3:20,469
7/9/15 5:32,324
7/9/15 5:46,433
7/9/15 7:08,532
7/9/15 7:14,484
7/9/15 7:21,474
7/9/15 7:32,587
7/9/15 7:34,536
7/9/15 8:04,513
7/9/15 8:15,547
7/9/15 8:22,581
7/9/15 8:24,512
7/9/15 8:28,548
7/9/15 8:43,592
7/9/15 8:44,517
7/9/15 9:10,557
7/9/15 9:16,531
7/9/15 9:17,540
7/9/15 9:21,524
7/9/15 9:29,529
7/9/15 9:29,528
7/9/15 9:33,475
7/9/15 9:34,572
7/9/15 9:41,1230
7/9/15 9:42,525
7/9/15 9:43,941
7/9/15 9:50,575
7/9/15 9:54,543
7/9/15 9:55,470
7/9/15 9:59,805
7/9/15 10:29,568
7/9/15 10:34,492
7/9/15 10:34,489
7/9/15 10:49,458
7/9/15 10:52,468
7/9/15 10:54,467
7/9/15 11:10,502
7/9/15 11:21,517
7/9/15 11:29,481
7/9/15 11:35,574
7/9/15 11:38,614
7/9/15 11:41,612
7/9/15 11:43,1396
7/9/15 11:50,771
7/9/15 11:56,488
7/9/15 12:00,573
7/9/15 12:02,477
7/9/15 12:11,624
7/9/15 12:12,855
7/9/15 12:16,630
7/9/15 12:29,671
7/9/15 12:30,594
7/9/15 12:37,617
7/9/15 12:44,1348
7/9/15 12:44,443
7/9/15 12:44,568
7/9/15 12:51,622
7/9/15 13:00,596
7/9/15 13:04,661
7/9/15 13:10,597
7/9/15 13:20,1616
7/9/15 13:24,527
7/9/15 13:25,709
7/9/15 13:28,606
7/9/15 13:32,666
7/9/15 13:34,616
7/9/15 13:39,575
7/9/15 13:42,494
7/9/15 13:49,601
7/9/15 13:51,732
7/9/15 13:52,648
7/9/15 13:55,566
7/9/15 13:59,578
7/9/15 14:04,658
7/9/15 14:06,529
7/9/15 14:22,599
7/9/15 14:25,546
7/9/15 14:30,641
7/9/15 14:36,637
7/9/15 16:00,693
7/9/15 16:03,795
7/9/15 16:04,796
7/9/15 16:17,815
7/9/15 16:22,830
7/9/15 16:23,779
7/9/15 16:25,757
7/9/15 16:25,1263
7/9/15 16:26,843
7/9/15 16:28,1504
7/9/15 16:28,1327
7/9/15 16:29,752
7/9/15 16:32,735
7/9/15 16:33,778
7/9/15 16:34,822
7/9/15 16:37,766
7/9/15 16:38,738
7/9/15 16:40,907
7/9/15 16:44,845
7/9/15 16:46,836
7/9/15 16:48,903
7/9/15 17:10,774
7/9/15 17:12,834
7/9/15 17:13,821
7/9/15 17:18,854
7/9/15 17:21,826
7/9/15 17:29,740
7/9/15 17:31,808
7/9/15 17:36,780
7/9/15 17:37,755
7/9/15 17:41,813
7/9/15 17:45,682
7/9/15 17:47,725
7/9/15 17:52,739
7/9/15 17:54,785
7/9/15 17:58,756
7/9/15 18:07,801
7/9/15 18:11,802
7/9/15 18:15,797
7/9/15 18:15,819
7/9/15 18:18,844
7/9/15 18:21,863
7/9/15 18:31,630
7/9/15 18:38,972
7/9/15 18:39,627
7/9/15 18:51,571
