detectorid,highwayid,enabledflag,locationtext,detectortype,detectorclass,detectortitle,detectorstatus,lanenumber,stationid,rampid,controllerid,end_date,start_date,milepost,agency_lane,atms_id
100938,3,1,Johnson Cr (2R049) to NB I-205,8,1,100938/1,1,3,1046,1046,1046,,2014-12-01 16:02:00-08,16.2,1,1355
100943,3,1,Foster (2R050) to NB I-205,8,1,100943/3,1,1,1047,1047,1047,,2014-12-01 16:02:40-08,18.1,3,1361
100942,3,1,Foster (2R050) to NB I-205,8,1,100942/2,1,2,1047,1047,1047,,2014-12-01 16:02:40-08,18.1,2,1362
100941,3,1,Foster (2R050) to NB I-205,8,1,100941/1,1,3,1047,1047,1047,,2014-12-01 16:02:40-08,18.1,1,1363
100949,3,1,Division (2R052) to NB I-205,8,1,100949/3,1,1,1048,1048,1048,,2014-12-01 16:03:40-08,19.78,3,1369
100948,3,1,Division (2R052) to NB I-205,8,1,100948/2,1,2,1048,1048,1048,,2014-12-01 16:03:40-08,19.78,2,1370
100947,3,1,Division (2R052) to NB I-205,8,1,100947/1,1,3,1048,1048,1048,,2014-12-01 16:03:40-08,19.78,1,1371
101019,4,1,WB Airport Way (2R026) to SB I-205 ,8,1,101019/3,1,1,1049,1049,1049,,2014-12-03 09:47:40-08,24.77,3,1377
101018,4,1,WB Airport Way (2R026) to SB I-205 ,8,1,101018/2,1,2,1049,1049,1049,,2014-12-03 09:47:40-08,24.77,2,1378
101017,4,1,WB Airport Way (2R026) to SB I-205 ,8,1,101017/1,1,3,1049,1049,1049,,2014-12-03 09:47:40-08,24.77,1,1379
101016,4,1,EB Airport Way (2R027) to SB I-205,8,1,101016/3,1,1,1050,1050,1050,,2014-12-03 09:52:00-08,24.66,3,1385
101015,4,1,EB Airport Way (2R027) to SB I-205,8,1,101015/2,1,2,1050,1050,1050,,2014-12-03 09:52:00-08,24.66,2,1386
101014,4,1,EB Airport Way (2R027) to SB I-205,8,1,101014/1,1,3,1050,1050,1050,,2014-12-03 09:52:00-08,24.66,1,1387
101007,4,1,Washington (2R030) to SB I-205,8,1,101007/3,1,1,1051,1051,1051,,2014-12-01 16:05:00-08,20.34,3,1393
101006,4,1,Washington (2R030) to SB I-205,8,1,101006/2,1,2,1051,1051,1051,,2014-12-01 16:05:00-08,20.34,2,1394
101005,4,1,Washington (2R030) to SB I-205,8,1,101005/1,1,3,1051,1051,1051,,2014-12-01 16:05:00-08,20.34,1,1395
101004,4,1,Division (2R031) to SB I-205,8,1,101004/3,1,1,1052,1052,1052,,2014-12-01 16:06:20-08,19.25,3,1401
101003,4,1,Division (2R031) to SB I-205,8,1,101003/2,1,2,1052,1052,1052,,2014-12-01 16:06:20-08,19.25,2,1402
101002,4,1,Division (2R031) to SB I-205,8,1,101002/1,1,3,1052,1052,1052,,2014-12-01 16:06:20-08,19.25,1,1403
101001,4,1,Powell (2R032) to SB I-205,8,1,101001/3,1,1,1053,1053,1053,,2014-12-01 16:07:00-08,18.92,3,1409
101000,4,1,Powell (2R032) to SB I-205,8,1,101000/2,1,2,1053,1053,1053,,2014-12-01 16:07:00-08,18.92,2,1410
100999,4,1,Powell (2R032) to SB I-205,8,1,100999/1,1,3,1053,1053,1053,,2014-12-01 16:07:00-08,18.92,1,1411
100998,4,1,Foster (2R033) to SB I-205,8,1,100998/3,1,1,1054,1054,1054,,2014-12-01 16:07:40-08,17.5,3,1417
100997,4,1,Foster (2R033) to SB I-205,8,1,100997/2,1,2,1054,1054,1054,,2014-12-01 16:07:40-08,17.5,2,1418
100996,4,1,Foster (2R033) to SB I-205,8,1,100996/1,1,3,1054,1054,1054,,2014-12-01 16:07:40-08,17.5,1,1419
100880,7,1,Grand (2R075) to EB I-84,8,1,100880/3,1,1,1055,1055,1055,,2014-11-18 14:37:20-08,0.52,3,1425
100879,7,1,Grand (2R075) to EB I-84,8,1,100879/2,1,2,1055,1055,1055,,2014-11-18 14:37:20-08,0.52,2,1426
100878,7,1,Grand (2R075) to EB I-84,8,1,100878/1,1,3,1055,1055,1055,,2014-11-18 14:37:20-08,0.52,1,1427
100883,7,1,16th ( 2R076) to EB I-84,8,1,100883/3,1,1,1056,1056,1056,,2014-11-05 12:32:20-08,1.33,3,1432
100882,7,1,16th ( 2R076) to EB I-84,8,1,100882/2,1,2,1056,1056,1056,,2014-11-05 12:32:20-08,1.33,2,1433
100881,7,1,16th ( 2R076) to EB I-84,8,1,100881/1,1,3,1056,1056,1056,,2014-11-05 12:32:20-08,1.33,1,1434
100886,7,1,Cesar Chavez (2R078) to EB I-84,8,1,100886/3,1,1,1057,1057,1057,,2014-11-18 14:38:00-08,2.6,3,1440
100885,7,1,Cesar Chavez (2R078) to EB I-84,8,1,100885/2,1,2,1057,1057,1057,,2014-11-18 14:38:00-08,2.6,2,1441
100884,7,1,Cesar Chavez (2R078) to EB I-84,8,1,100884/1,1,3,1057,1057,1057,,2014-11-18 14:38:00-08,2.6,1,1442
100902,8,1,82nd/Halsey (2R080) to WB I-84,8,1,100902/3,1,1,1059,1059,1059,,2014-11-17 11:35:40-08,4.9,3,1456
100901,8,1,82nd/Halsey (2R080) to WB I-84,8,1,100901/2,1,2,1059,1059,1059,,2014-11-17 11:35:40-08,4.9,2,1457
100900,8,1,82nd/Halsey (2R080) to WB I-84,8,1,100900/1,1,3,1059,1059,1059,,2014-11-17 11:35:40-08,4.9,1,1458
100899,8,1,58th (2R081) to WB I-84,8,1,100899/3,1,1,1060,1060,1060,,2014-11-17 11:35:20-08,3.43,3,1464
100898,8,1,58th (2R081) to WB I-84,8,1,100898/2,1,2,1060,1060,1060,,2014-11-17 11:35:20-08,3.43,2,1465
100897,8,1,58th (2R081) to WB I-84,8,1,100897/1,1,3,1060,1060,1060,,2014-11-17 11:35:20-08,3.43,1,1466
100896,8,1,Sandy (2R079) to WB I-84,8,1,100896/3,1,1,1061,1061,1061,,2014-11-17 11:35:20-08,2.4,3,1472
100895,8,1,Sandy (2R079) to WB I-84,8,1,100895/2,1,2,1061,1061,1061,,2014-11-17 11:35:20-08,2.4,2,1473
100894,8,1,Sandy (2R079) to WB I-84,8,1,100894/1,1,3,1061,1061,1061,,2014-11-17 11:35:20-08,2.4,1,1474
100893,8,1,33rd (2R077) to WB I-84,8,1,100893/4,1,1,1062,1062,1062,,2014-11-17 11:32:40-08,2.1,4,1480
100892,8,1,33rd (2R077) to WB I-84,8,1,100892/3,1,2,1062,1062,1062,,2014-11-17 11:32:40-08,2.1,3,1481
100891,8,1,33rd (2R077) to WB I-84,8,1,100891/2,1,3,1062,1062,1062,,2014-11-17 11:32:40-08,2.1,2,1482
100890,8,1,33rd (2R077) to WB I-84,8,1,100890/1,1,4,1062,1062,1062,,2014-11-17 11:32:40-08,2.1,1,1483
100067,9,1,Walker Rd NB,8,1,100067/2,0,1,1063,1063,1063,,2014-05-01 00:00:00-07,0.66,2,1544
100042,9,1,Denney Rd NB,8,1,100042/1,0,2,1066,1066,1066,,2014-05-01 00:00:00-07,2.68,1,1524
100043,9,1,Denney Rd NB,8,1,100043/2,0,1,1066,1066,1066,,2014-05-01 00:00:00-07,2.68,2,1523
100002,9,1,72nd Ave NB to NB,8,1,100002/1,0,2,1071,1071,1071,,2014-05-01 00:00:00-07,6.61,1,1489
100003,9,1,72nd Ave NB to NB,8,1,100003/2,0,1,1071,1071,1071,,2014-05-01 00:00:00-07,6.61,2,1488
100165,10,1,72nd SB,8,1,100165/1,0,3,1072,1072,1072,,2014-05-01 00:00:00-07,6.77,1,1610
100166,10,1,72nd SB,8,1,100166/2,0,2,1072,1072,1072,,2014-05-01 00:00:00-07,6.77,2,1609
100167,10,1,72nd SB,8,1,100167/3,0,1,1072,1072,1072,,2014-05-01 00:00:00-07,6.77,3,1608
100158,10,1,99W EB to SB,8,1,100158/2,0,1,1073,1073,1073,,2014-05-01 00:00:00-07,5.95,2,1601
100157,10,1,99W EB to SB,8,1,100157/1,0,2,1073,1073,1073,,2014-05-01 00:00:00-07,5.95,1,1602
100149,10,1,Greenburg SB,8,1,100149/1,0,2,1074,1074,1074,,2014-05-01 00:00:00-07,5.11,1,1595
100150,10,1,Greenburg SB,8,1,100150/2,0,1,1074,1074,1074,,2014-05-01 00:00:00-07,5.11,2,1594
100141,10,1,Scholls Fy SB,8,1,100141/1,0,2,1075,1075,1075,,2014-05-01 00:00:00-07,4.35,1,1588
100142,10,1,Scholls Fy SB,8,1,100142/2,0,1,1075,1075,1075,,2014-05-01 00:00:00-07,4.35,2,1587
100128,10,1,Hall Blvd SB,8,1,100128/2,0,1,1076,1076,1076,,2014-05-01 00:00:00-07,,2,1580
100127,10,1,Hall Blvd SB,8,1,100127/1,0,2,1076,1076,1076,,2014-05-01 00:00:00-07,,1,1581
100119,10,1,Denney Rd SB,8,1,100119/1,0,2,1077,1077,1077,,2014-05-01 00:00:00-07,3.12,1,1574
100120,10,1,Denney Rd SB,8,1,100120/2,0,1,1077,1077,1077,,2014-05-01 00:00:00-07,3.12,2,1573
100118,10,1,Allen Blvd SB,8,1,100118/2,0,1,1078,1078,1078,,2014-05-01 00:00:00-07,2.55,2,1566
100117,10,1,Allen Blvd SB,8,1,100117/1,0,2,1078,1078,1078,,2014-05-01 00:00:00-07,2.55,1,1567
100103,10,1,B-H Hwy SB,8,1,100103/1,0,2,1079,1079,1079,,2014-05-01 00:00:00-07,1.92,1,1560
100104,10,1,B-H Hwy SB,8,1,100104/2,0,1,1079,1079,1079,,2014-05-01 00:00:00-07,1.92,2,1559
100094,10,1,Walker Rd SB,8,1,100094/1,0,3,1080,1080,1080,,2014-05-01 00:00:00-07,0.76,1,1553
100095,10,1,Walker Rd SB,8,1,100095/2,0,2,1080,1080,1080,,2014-05-01 00:00:00-07,0.76,2,1552
100096,10,1,Walker Rd SB,8,1,100096/3,0,1,1080,1080,1080,,2014-05-01 00:00:00-07,0.76,3,1551
100847,11,1,Helvetia (2R374) to EB US 26,8,1,100847/1,1,2,1081,1081,1081,,2015-06-02 15:10:00-07,61.25,1,1616
100848,11,1,Helvetia (2R374) to EB US 26,8,1,100848/2,1,1,1081,1081,1081,,2015-06-02 15:10:00-07,61.25,2,1615
100849,11,1,SB Cornelius Pass Rd Loop (2R373) to EB US 26,8,1,100849/1,1,2,1082,1082,1082,,2015-06-02 15:10:00-07,62.47,1,1623
100850,11,1,SB Cornelius Pass Rd Loop (2R373) to EB US 26,8,1,100850/2,1,1,1082,1082,1082,,2015-06-02 15:10:00-07,62.47,2,1622
100856,11,1,NB 185th Slip (2R376) to EB US 26,8,1,100856/2,1,1,1083,1083,1083,,2015-06-02 15:10:00-07,64.34,2,1629
100855,11,1,NB 185th Slip (2R376) to EB US 26,8,1,100855/1,1,2,1083,1083,1083,,2015-06-02 15:10:00-07,64.34,1,1630
100854,11,1,SB 185th Loop (2R375) to EB US 26,8,1,100854/2,1,1,1084,1084,1084,,2015-06-02 15:10:00-07,64.29,2,1636
100853,11,1,SB 185th Loop (2R375) to EB US 26,8,1,100853/1,1,2,1084,1084,1084,,2015-06-02 15:10:00-07,64.29,1,1637
100858,11,1,Cornell (2R372) to EB US 26,8,1,100858/2,1,2,1085,1085,1085,,2015-06-02 15:10:00-07,65.9,2,1644
100857,11,1,Cornell (2R372) to EB US 26,8,1,100857/1,1,3,1085,1085,1085,,2015-06-02 15:10:00-07,65.9,1,1979
100859,11,1,Cornell (2R372) to EB US 26,8,1,100859/3,1,1,1085,1085,1085,,2015-06-02 15:10:00-07,65.9,3,1643
100860,11,1,Murray (2R365) to EB US 26,8,1,100860/1,1,3,1086,1086,1086,,2015-06-02 15:10:00-07,67.4,1,1652
100659,11,1,NB OR 217 (2R371) to EB US 26,8,1,100659/3,0,1,1088,1088,1088,,2014-09-29 00:00:00-07,69.31,3,1664
100657,11,1,NB OR 217 (2R371) to EB US 26,8,1,100657/1,0,3,1088,1088,1088,,2014-09-29 00:00:00-07,69.31,1,1666
100658,11,1,NB OR 217 (2R371) to EB US 26,8,1,100658/2,0,2,1088,1088,1088,,2014-09-29 00:00:00-07,69.31,2,1665
100651,11,1,Parkway (2R370) to EB US 26,8,1,100651/1,0,3,1089,1089,1089,,2014-09-29 00:00:00-07,69.31,1,1673
100652,11,1,Parkway (2R370) to EB US 26,8,1,100652/2,0,2,1089,1089,1089,,2014-09-29 00:00:00-07,69.31,2,1672
100653,11,1,Parkway (2R370) to EB US 26,8,1,100653/3,0,1,1089,1089,1089,,2014-09-29 00:00:00-07,69.31,3,1671
100660,11,1,Canyon (2R366) to EB US 26,8,1,100660/1,0,3,1090,1090,1090,,2014-09-29 00:00:00-07,70.9,1,1680
100661,11,1,Canyon (2R366) to EB US 26,8,1,100661/2,0,2,1090,1090,1090,,2014-09-29 00:00:00-07,70.9,2,1679
100662,11,1,Canyon (2R366) to EB US 26,8,1,100662/3,0,1,1090,1090,1090,,2014-09-29 00:00:00-07,70.9,3,1678
100669,11,1,Skyline (2R368) to EB US 26,8,1,100669/1,0,3,1091,1091,1091,,2014-09-29 00:00:00-07,71.37,1,1687
100670,11,1,Skyline (2R368) to EB US 26,8,1,100670/2,0,2,1091,1091,1091,,2014-09-29 00:00:00-07,71.37,2,1686
100671,11,1,Skyline (2R368) to EB US 26,8,1,100671/3,0,1,1091,1091,1091,,2014-09-29 00:00:00-07,71.37,3,1685
100681,12,1,Skyline (2R367) to WB US 26,8,1,100681/1,0,3,1092,1092,1092,,2014-09-29 00:00:00-07,71.07,1,1695
100682,12,1,Skyline (2R367) to WB US 26,8,1,100682/2,0,2,1092,1092,1092,,2014-09-29 00:00:00-07,71.07,2,1694
100683,12,1,Skyline (2R367) to WB US 26,8,1,100683/3,0,1,1092,1092,1092,,2014-09-29 00:00:00-07,71.07,3,1693
100873,12,1,Cedar Hills (2R352) to WB US 26,8,1,100873/1,1,3,1094,1094,1094,,2015-06-02 15:10:00-07,68.2,1,1710
100875,12,1,Cedar Hills (2R352) to WB US 26,8,1,100875/3,1,1,1094,1094,1094,,2015-06-02 15:10:00-07,68.2,3,1708
100368,6,1,Front Ave SB,8,1,100368/2,0,1,1096,1096,1096,,2014-05-01 00:00:00-07,0.55,2,1722
100367,6,1,Front Ave SB,8,1,100367/1,0,2,1096,1096,1096,,2014-05-01 00:00:00-07,0.55,1,1723
100876,7,1,EB Morrison (2R074) to EB I-84,8,1,100876/1,1,2,1097,1097,1097,,2015-06-02 15:10:00-07,0.1,1,1728
100877,7,1,EB Morrison (2R074) to EB I-84,8,1,100877/2,1,1,1097,1097,1097,,2015-06-02 15:10:00-07,0.1,2,1727
100995,4,1,Johnson Creek (2R034) to SB I-205,8,1,100995/3,1,1,1098,1098,1098,,2014-12-01 16:08:20-08,16.24,3,1730
100994,4,1,Johnson Creek (2R034) to SB I-205,8,1,100994/2,1,2,1098,1098,1098,,2014-12-01 16:08:20-08,16.24,2,1731
100993,4,1,Johnson Creek (2R034) to SB I-205,8,1,100993/1,1,3,1098,1098,1098,,2014-12-01 16:08:20-08,16.24,1,1732
100983,4,1,82nd Ave (2R040) to SB I-205,8,1,100983/3,1,1,1099,1099,1099,,2014-12-02 16:20:00-08,13.38,3,1938
100982,4,1,82nd Ave (2R040) to SB I-205,8,1,100982/2,1,2,1099,1099,1099,,2014-12-02 16:20:00-08,13.38,2,1939
100981,4,1,82nd Ave (2R040) to SB I-205,8,1,100981/1,1,3,1099,1099,1099,,2014-12-02 16:20:00-08,13.38,1,1940
100978,4,1,OR 212/224 (2R038) to SB I-205,8,1,100978/1,20,3,1100,1100,1100,,2014-09-01 00:00:00-07,12.67,1,1744
100979,4,1,OR 212/224 (2R038) to SB I-205,8,1,100979/2,20,2,1100,1100,1100,,2014-09-01 00:00:00-07,12.67,2,1743
100980,4,1,OR 212/224 (2R038) to SB I-205,8,1,100980/3,20,1,1100,1100,1100,,2014-09-01 00:00:00-07,12.67,3,1742
100975,4,1,82nd Dr/Gladstone (2R039) to SB I-205,8,1,100975/1,20,3,1101,1101,1101,,2014-09-01 00:00:00-07,11.05,1,1750
100976,4,1,82nd Dr/Gladstone (2R039) to SB I-205,8,1,100976/2,20,2,1101,1101,1101,,2014-09-01 00:00:00-07,11.05,2,1749
100977,4,1,82nd Dr/Gladstone (2R039) to SB I-205,8,1,100977/3,20,1,1101,1101,1101,,2014-09-01 00:00:00-07,11.05,3,1748
100973,4,1,OR 213/Park Place (2R036) to SB I-205,8,1,100973/2,20,2,1102,1102,1102,,2014-09-01 00:00:00-07,10.24,2,1755
100974,4,1,OR 213/Park Place (2R036) to SB I-205,8,1,100974/3,20,1,1102,1102,1102,,2014-09-01 00:00:00-07,10.24,3,1754
100972,4,1,OR 213/Park Place (2R036) to SB I-205,8,1,100972/1,20,3,1102,1102,1102,,2014-09-01 00:00:00-07,10.24,1,1756
100968,4,1,OR 43 (2R351) to SB I-205,8,1,100968/1,20,2,1103,1103,1103,,2014-09-01 00:00:00-07,9.29,1,1761
100969,4,1,OR 43 (2R351) to SB I-205,8,1,100969/2,20,1,1103,1103,1103,,2014-09-01 00:00:00-07,9.29,2,1760
100805,2,1,99W (2R324) to SB I-5,8,1,100805/3,0,1,1105,1105,1105,,2014-10-23 00:00:00-07,293.36,3,1770
100804,2,1,99W (2R324) to SB I-5,8,1,100804/2,0,2,1105,1105,1105,,2014-10-23 00:00:00-07,293.36,2,1771
100803,2,1,99W (2R324) to SB I-5,8,1,100803/1,0,3,1105,1105,1105,,2014-10-23 00:00:00-07,293.36,1,1772
100986,4,1,Milwaukie Expressway (2R037) to SB I-205,8,1,100986/3,1,1,1106,1106,1106,,2014-12-02 16:22:20-08,13.38,3,1736
100985,4,1,Milwaukie Expressway (2R037) to SB I-205,8,1,100985/2,1,2,1106,1106,1106,,2014-12-02 16:22:20-08,13.38,2,1737
100984,4,1,Milwaukie Expressway (2R037) to SB I-205,8,1,100984/1,1,3,1106,1106,1106,,2014-12-02 16:22:20-08,13.38,1,1738
100808,2,1,Capitol (2R306) on SB I-5,8,1,100808/3,0,1,1107,1107,1107,,2014-10-23 00:00:00-07,295.18,3,1777
100807,2,1,Capitol (2R306) on SB I-5,8,1,100807/2,0,2,1107,1107,1107,,2014-10-23 00:00:00-07,295.18,2,1778
100806,2,1,Capitol (2R306) on SB I-5,8,1,100806/1,0,3,1107,1107,1107,,2014-10-23 00:00:00-07,295.18,1,1779
100811,2,1,Spring Garden (2R305) on SB I-5,8,1,100811/3,0,1,1108,1108,1108,,2014-10-23 00:00:00-07,296.26,3,1780
100810,2,1,Spring Garden (2R305) on SB I-5,8,1,100810/2,0,2,1108,1108,1108,,2014-10-23 00:00:00-07,296.26,2,1781
100809,2,1,Spring Garden (2R305) on SB I-5,8,1,100809/1,0,3,1108,1108,1108,,2014-10-23 00:00:00-07,296.26,1,1782
100086,10,1,Wilshire to ORE 217 SB,8,1,100086/2,0,2,1111,1111,1111,,2014-05-01 00:00:00-07,0.45,2,1790
100087,10,1,Wilshire to ORE 217 SB,8,1,100087/3,0,1,1111,1111,1111,,2014-05-01 00:00:00-07,0.45,3,1789
100085,10,1,Wilshire to ORE 217 SB,8,1,100085/1,0,3,1111,1111,1111,,2014-05-01 00:00:00-07,0.45,1,1791
100676,12,1,Jefferson (2R382) to WB US 26,8,1,100676/2,0,3,1112,1112,1112,,2014-09-29 00:00:00-07,73.33,2,1795
100677,12,1,Jefferson (2R382) to WB US 26,8,1,100677/3,0,2,1112,1112,1112,,2014-09-29 00:00:00-07,73.33,3,1794
100678,12,1,Jefferson (2R382) to WB US 26,8,1,100678/4,0,1,1112,1112,1112,,2014-09-29 00:00:00-07,73.33,4,1793
100960,4,1,Stafford Rd (2R390) to SB I-205,8,1,100960/1,20,2,1114,1114,1114,,2014-09-01 00:00:00-07,2.86,1,1801
100961,4,1,Stafford Rd (2R390) to SB I-205,8,1,100961/2,20,1,1114,1114,1114,,2014-09-01 00:00:00-07,2.86,2,1800
100966,4,1,10th (2R379) to SB I-205,8,1,100966/1,20,2,1115,1115,1115,,2014-09-01 00:00:00-07,6.09,1,1804
100967,4,1,10th (2R379) to SB I-205,8,1,100967/2,20,1,1115,1115,1115,,2014-09-01 00:00:00-07,6.09,2,1803
100946,3,1,Powell (2R051) to NB I-205,8,1,100946/3,1,1,1117,1117,1117,,2014-12-01 16:03:40-08,19.4,3,1809
100945,3,1,Powell (2R051) to NB I-205,8,1,100945/2,1,2,1117,1117,1117,,2014-12-01 16:03:40-08,19.4,2,1810
100944,3,1,Powell (2R051) to NB I-205,8,1,100944/1,1,3,1117,1117,1117,,2014-12-01 16:03:40-08,19.4,1,1811
100072,10,1,Barnes SB,8,1,100072/2,0,1,1118,1118,1118,,2014-05-01 00:00:00-07,0.08,2,1813
100071,10,1,Barnes SB,8,1,100071/1,0,2,1118,1118,1118,,2014-05-01 00:00:00-07,0.08,1,1814
100331,6,1,Taylor to I-405 SB,8,1,100331/1,0,2,1120,1120,1120,,2014-05-01 00:00:00-07,1.81,1,1825
100328,6,1,Montgomery to I-405 SB,8,1,100328/1,0,3,1121,1121,1121,,2014-05-01 00:00:00-07,1.37,1,1831
100329,6,1,Montgomery to I-405 SB,8,1,100329/2,0,2,1121,1121,1121,,2014-05-01 00:00:00-07,1.37,2,1830
100330,6,1,Montgomery to I-405 SB,8,1,100330/3,0,1,1121,1121,1121,,2014-05-01 00:00:00-07,1.37,3,1829
100679,12,1,Clay (2R383) to WB US 26,8,1,100679/1,0,2,1122,1122,1122,,2014-09-29 00:00:00-07,73.71,1,1836
100680,12,1,Clay (2R383) to WB US 26,8,1,100680/2,0,1,1122,1122,1122,,2014-09-29 00:00:00-07,73.71,2,1835
100692,11,1,"EB US 26 (2R383) to NB I-405, Market",8,1,100692/1,0,2,1123,1123,1123,,2014-09-29 00:00:00-07,73.71,1,1841
100693,11,1,"EB US 26 (2R383) to NB I-405, Market",8,1,100693/2,0,1,1123,1123,1123,,2014-09-29 00:00:00-07,73.71,2,1840
100934,3,1,Sunnybrook(2R053) to NB I-205,8,1,100934/3,1,1,1124,1124,1124,,2014-12-01 16:00:20-08,14.32,3,1850
100933,3,1,Sunnybrook(2R053) to NB I-205,8,1,100933/2,1,2,1124,1124,1124,,2014-12-01 16:00:20-08,14.32,2,1851
100932,3,1,Sunnybrook(2R053) to NB I-205,8,1,100932/1,1,3,1124,1124,1124,,2014-12-01 16:00:20-08,14.32,1,1852
100992,4,1,Sunnyside (2R028) to SB I-205,8,1,100992/3,1,1,1125,1125,1125,,2014-12-01 16:09:00-08,14.58,3,1856
100991,4,1,Sunnyside (2R028) to SB I-205,8,1,100991/2,1,2,1125,1125,1125,,2014-12-01 16:09:00-08,14.58,2,1857
100990,4,1,Sunnyside (2R028) to SB I-205,8,1,100990/1,1,3,1125,1125,1125,,2014-12-01 16:09:00-08,14.58,1,1858
100989,4,1,Sunnybrook (2R029) to SB I-205,8,1,100989/3,1,1,1126,1126,1126,,2014-12-01 16:09:40-08,14.32,3,1862
100988,4,1,Sunnybrook (2R029) to SB I-205,8,1,100988/2,1,2,1126,1126,1126,,2014-12-01 16:09:40-08,14.32,2,1863
100987,4,1,Sunnybrook (2R029) to SB I-205,8,1,100987/1,1,3,1126,1126,1126,,2014-12-01 16:09:40-08,14.32,1,1864
100889,7,1,60th (2R073) to EB I-84,8,1,100889/3,1,1,1127,1127,1127,,2014-11-12 07:06:40-08,3.69,3,1868
100888,7,1,60th (2R073) to EB I-84,8,1,100888/2,1,2,1127,1127,1127,,2014-11-12 07:06:40-08,3.69,2,1869
100887,7,1,60th (2R073) to EB I-84,8,1,100887/1,1,3,1127,1127,1127,,2014-11-12 07:06:40-08,3.69,1,1870
100852,11,1,NB Cornelius Pass Rd Slip (2R397) to EB US 26,8,1,100852/2,1,1,1128,1128,1128,,2015-06-02 15:10:00-07,62.8,2,1874
100851,11,1,NB Cornelius Pass Rd Slip (2R397) to EB US 26,8,1,100851/1,1,2,1128,1128,1128,,2015-06-02 15:10:00-07,62.8,1,1875
100584,1,1,Wilsonville Rd (2R396) to NB I-5,8,1,100584/1,0,3,1130,1130,1130,,2014-09-19 00:00:00-07,283.93,1,1886
100585,1,1,Wilsonville Rd (2R396) to NB I-5,8,1,100585/2,0,2,1130,1130,1130,,2014-09-19 00:00:00-07,283.93,2,1885
100586,1,1,Wilsonville Rd (2R396) to NB I-5,8,1,100586/3,0,1,1130,1130,1130,,2014-09-19 00:00:00-07,283.93,3,1884
100802,2,1,Haines (2R323) to SB I-5,8,1,100802/3,0,1,1131,1131,1131,,2014-10-23 00:00:00-07,293.1,3,1890
100801,2,1,Haines (2R323) to SB I-5,8,1,100801/2,0,2,1131,1131,1131,,2014-10-23 00:00:00-07,293.1,2,1891
100800,2,1,Haines (2R323) to SB I-5,8,1,100800/1,0,3,1131,1131,1131,,2014-10-23 00:00:00-07,293.1,1,1892
100362,5,1,Couch to I-405 NB,8,1,100362/1,0,2,1132,1132,1132,,2014-05-01 00:00:00-07,2.3,1,1897
100363,5,1,Couch to I-405 NB,8,1,100363/2,0,1,1132,1132,1132,,2014-05-01 00:00:00-07,2.3,2,1896
100364,5,1,Glisan to I-405 NB,8,1,100364/1,0,3,1133,1133,1133,,2014-05-01 00:00:00-07,2.46,1,1903
100365,5,1,Glisan to I-405 NB,8,1,100365/2,0,2,1133,1133,1133,,2014-05-01 00:00:00-07,2.46,2,1902
100366,5,1,Glisan to I-405 NB,8,1,100366/3,0,1,1133,1133,1133,,2014-05-01 00:00:00-07,2.46,3,1901
100321,6,1,5th to I-405 SB,8,1,100321/1,0,4,1134,1134,1134,,2014-05-01 00:00:00-07,0.97,1,1910
100322,6,1,5th to I-405 SB,8,1,100322/2,0,3,1134,1134,1134,,2014-05-01 00:00:00-07,0.97,2,1909
100323,6,1,5th to I-405 SB,8,1,100323/3,0,2,1134,1134,1134,,2014-05-01 00:00:00-07,0.97,3,1908
100324,6,1,5th to I-405 SB,8,1,100324/4,0,1,1134,1134,1134,,2014-05-01 00:00:00-07,0.97,4,1907
100325,6,1,Broadway to I-405 SB,8,1,100325/1,0,3,1135,1135,1135,,2014-05-01 00:00:00-07,1.08,1,1916
100326,6,1,Broadway to I-405 SB,8,1,100326/2,0,2,1135,1135,1135,,2014-05-01 00:00:00-07,1.08,2,1915
100327,6,1,Broadway to I-405 SB,8,1,100327/3,0,1,1135,1135,1135,,2014-05-01 00:00:00-07,1.08,3,1914
100846,11,1,Jackson School Rd (2R398) to EB US 26,8,1,100846/2,1,1,1138,1138,1138,,2015-06-02 15:10:00-07,58.8,2,1930
100845,11,1,Jackson School Rd (2R398) to EB US 26,8,1,100845/1,1,2,1138,1138,1138,,2015-06-02 15:10:00-07,58.8,1,1931
100695,12,1,WB US 26 Frontage (2R367) at Skyline,8,1,100694/1,2,1,1139,1139,1139,,2014-09-29 00:00:00-07,71.07,2,1936
100694,12,1,WB US 26 Frontage (2R367) at Skyline,8,1,100694/1,2,2,1139,1139,1139,,2014-09-29 00:00:00-07,71.07,1,1937
100955,3,1,Columbia (2R024) to NB I-205,8,1,100955/3,1,1,1140,1140,1140,,2014-12-02 16:27:40-08,23.41,3,1941
100954,3,1,Columbia (2R024) to NB I-205,8,1,100954/2,1,2,1140,1140,1140,,2014-12-02 16:27:40-08,23.41,2,1942
100953,3,1,Columbia (2R024) to NB I-205,8,1,100953/1,1,3,1140,1140,1140,,2014-12-02 16:27:40-08,23.41,1,1943
101013,4,1,Columbia (2R025) to SB I-205,8,1,101013/3,1,1,1141,1141,1141,,2014-12-02 16:25:20-08,23.41,3,1945
101012,4,1,Columbia (2R025) to SB I-205,8,1,101012/2,1,2,1141,1141,1141,,2014-12-02 16:25:20-08,23.41,2,1946
101011,4,1,Columbia (2R025) to SB I-205,8,1,101011/1,1,3,1141,1141,1141,,2014-12-02 16:25:20-08,23.41,1,1947
