detectorid,highwayid,enabledflag,locationtext,detectortype,detectorclass,detectortitle,detectorstatus,lanenumber,stationid,rampid,controllerid,end_date,start_date,milepost,agency_lane,atms_id
3043,2,0,I-5 SB N. of Morrison Bridge ML2,8,1,I-5 SB N. of Morrison Bridge ML2,0,2,3120,3120,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,301.13,2,3043
1067,2,0,Upper Boones SB,8,1,I5N291.25-ML3,2,3,1038,1038,1038,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,291.25,3,1067
1789,10,0,Wilshire to ORE 217 SB,8,1,ORE217N0.45-ML1,2,1,1111,1111,1111,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.45,1,1789
1790,10,0,Wilshire to ORE 217 SB,8,1,ORE217N0.45-ML2,0,2,1111,1111,1111,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.45,2,1790
1936,12,0,Skyline CD WB,8,1,US26W71.07-ML1,2,1,1139,1139,1139,2014-09-29 00:00:00-07,2004-01-01 00:00:00-08,71.07,1,1936
3030,2,1,I-5SB S. of Bertha Blvd ML1,8,1,I-5SB S. of Bertha Blvd ML1,0,1,3116,3116,66,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.3,1,3030
3031,2,1,I-5SB S. of Bertha Blvd ML2,8,1,I-5SB S. of Bertha Blvd ML2,0,2,3116,3116,66,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.3,2,3031
3032,2,1,I-5SB S. of Bertha Blvd ML3,8,1,I-5SB S. of Bertha Blvd ML3,0,3,3116,3116,66,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.3,3,3032
3039,2,1,I-5 SB N. of Terwilliger Curves ML1,8,1,I-5 SB N. of Terwilliger Curves ML1,0,1,3118,3118,67,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.6,1,3039
3040,2,1,I-5 SB N. of Terwilliger Curves ML2,8,1,I-5 SB N. of Terwilliger Curves ML2,0,2,3118,3118,67,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.6,2,3040
3041,2,1,I-5 SB N. of Terwilliger Curves ML3,8,1,I-5 SB N. of Terwilliger Curves ML3,0,3,3118,3118,67,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.6,3,3041
3036,1,1,I-5 NB N. of Terwilliger Curves ML1,8,1,I-5 NB N. of Terwilliger Curves ML1,0,1,3117,3117,67,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.6,1,3036
3037,1,1,I-5 NB N. of Terwilliger Curves ML2,8,1,I-5 NB N. of Terwilliger Curves ML2,0,2,3117,3117,67,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.6,2,3037
3038,1,1,I-5 NB N. of Terwilliger Curves ML3,8,1,I-5 NB N. of Terwilliger Curves ML3,0,3,3117,3117,67,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.6,3,3038
3044,1,1,I-5NB S. of Bertha Blvd ML1,8,1,I-5NB S. of Bertha Blvd ML1,0,1,3167,3167,66,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.3,1,3044
3045,1,1,I-5NB S. of Bertha Blvd ML2,8,1,I-5NB S. of Bertha Blvd ML2,0,2,3167,3167,66,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.3,2,3045
3046,1,1,I-5NB S. of Bertha Blvd ML3,8,1,I-5NB S. of Bertha Blvd ML3,0,3,3167,3167,66,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.3,3,3046
1089,1,1,Haines St NB,8,1,I5N293.18-ML1,0,1,1008,1008,1008,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.18,1,1089
1090,1,1,Haines St NB,8,1,I5N293.18-ML2,0,2,1008,1008,1008,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.18,2,1090
1091,1,1,Haines St NB,8,1,I5N293.18-ML3,0,3,1008,1008,1008,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.18,3,1091
1097,1,1,Pacific Hwy W NB,8,1,I5N293.74-ML1,2,1,1009,1009,1009,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.74,1,1097
1098,1,1,Pacific Hwy W NB,8,1,I5N293.74-ML2,2,2,1009,1009,1009,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.74,2,1098
1099,1,1,Pacific Hwy W NB,8,1,I5N293.74-ML3,2,3,1009,1009,1009,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.74,3,1099
1105,1,1,Capital Hwy NB,8,1,I5N295.18-ML1,0,1,1010,1010,1010,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,1,1105
1106,1,1,Capital Hwy NB,8,1,I5N295.18-ML2,0,2,1010,1010,1010,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,2,1106
1107,1,1,Capital Hwy NB,8,1,I5N295.18-ML3,0,3,1010,1010,1010,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,3,1107
1113,1,1,Spring Garden St NB,8,1,I5N296.26-ML1,0,1,1011,1011,1011,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,1,1113
1114,1,1,Spring Garden St NB,8,1,I5N296.26-ML2,0,2,1011,1011,1011,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,2,1114
1115,1,1,Spring Garden St NB,8,1,I5N296.26-ML3,2,3,1011,1011,1011,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,3,1115
1121,1,1,Multnomah Blvd NB,8,1,I5N296.60-ML1,2,1,1012,1012,1012,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.6,1,1121
1122,1,1,Multnomah Blvd NB,8,1,I5N296.60-ML2,2,2,1012,1012,1012,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.6,2,1122
1123,1,1,Multnomah Blvd NB,8,1,I5N296.60-ML3,2,3,1012,1012,1012,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.6,3,1123
1137,1,1,Bertha NB,8,1,I5N297.33-ML1,0,1,1014,1014,1014,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.35,1,1137
1138,1,1,Bertha NB,8,1,I5N297.33-ML2,0,2,1014,1014,1014,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.35,2,1138
1139,1,1,Bertha NB,8,1,I5N297.33-ML3,0,3,1014,1014,1014,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.35,3,1139
1129,1,1,Terwilliger Blvd NB,8,1,I5N297.33-ML1,0,1,1013,1013,1013,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.33,1,1129
1130,1,1,Terwilliger Blvd NB,8,1,I5N297.33-ML2,0,2,1013,1013,1013,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.33,2,1130
1131,1,1,Terwilliger Blvd NB,8,1,I5N297.33-ML3,0,3,1013,1013,1013,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.33,3,1131
1890,2,1,Haines St SB,8,1,I5S293.1-ML1,0,1,1131,1131,1131,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.1,1,1890
1891,2,1,Haines St SB,8,1,I5S293.1-ML2,0,2,1131,1131,1131,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.1,2,1891
1892,2,1,Haines St SB,8,1,I5S293.1-ML3,0,3,1131,1131,1131,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.1,3,1892
1770,2,1,ORE 99W SB,8,1,I5S293.36-ML1,0,1,1105,1105,1105,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.36,1,1770
1777,2,1,Capital Hwy SB,8,1,I5S295.18-ML1,0,1,1107,1107,1107,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,1,1777
1778,2,1,Capital Hwy SB,8,1,I5S295.18-ML2,0,2,1107,1107,1107,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,2,1778
1779,2,1,Capital Hwy SB,8,1,I5S295.18-ML3,0,3,1107,1107,1107,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,3,1779
1780,2,1,Spring Garden St SB,8,1,I5S296.26-ML1,0,1,1108,1108,1108,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,1,1780
1781,2,1,Spring Garden St SB,8,1,I5S296.26-ML2,0,2,1108,1108,1108,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,2,1781
1782,2,1,Spring Garden St SB,8,1,I5S296.26-ML3,0,3,1108,1108,1108,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,3,1782
3278,2,1,I-5 SB @ OR 99W ML1,8,1,I-5 SB @ OR 99W ML1,0,1,3115,3115,65,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,294.05,1,3278
3279,2,1,I-5 SB @ OR 99W ML2,8,1,I-5 SB @ OR 99W ML2,0,2,3115,3115,65,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,294.05,2,3279
3280,2,1,I-5 SB @ OR 99W ML3,8,1,I-5 SB @ OR 99W ML3,0,3,3115,3115,65,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,294.05,3,3280
1057,1,1,Upper Boones NB,8,1,I5N291.38-ML1,0,1,1006,1006,1006,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,291.38,1,1057
1567,10,0,Allen Blvd SB,8,1,ORG217S2.55-ML2,0,2,1078,1078,1078,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.55,2,1567
1609,10,0,72nd SB,8,1,ORG217S6.77-ML2,0,2,1072,1072,1072,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,6.77,2,1609
1610,10,0,72nd SB,8,1,ORG217S6.77-ML3,0,3,1072,1072,1072,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,6.77,3,1610
1601,10,0,99W EB to SB,8,1,ORG217S5.95-ML1,0,1,1073,1073,1073,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,5.95,1,1601
3071,10,0,217-SB @ TV Hwy ML1,8,1,217-SB @ TV Hwy ML1,0,1,3156,3156,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.5,1,3071
3072,10,0,217-SB @ TV Hwy ML2,8,1,217-SB @ TV Hwy ML2,0,2,3156,3156,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.5,2,3072
3331,1,0,I-5 NB @ Corbett ML1,8,1,I-5 NB @ Corbett ML1,0,1,3193,3193,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,298.9,1,3331
3332,1,0,I-5 NB @ Corbett ML2,8,1,I-5 NB @ Corbett ML2,0,2,3193,3193,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,298.9,2,3332
1145,1,0,Macadam Ave NB,8,1,I5N299.70-ML1,2,1,1015,1015,1015,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.7,1,1145
1146,1,0,Macadam Ave NB,8,1,I5N299.70-ML2,2,2,1015,1015,1015,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.7,2,1146
1306,2,0,Hood Ave SB,8,1,I5S299.25-ML1,0,1,1036,1036,1036,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.25,1,1306
1307,2,0,Hood Ave SB,8,1,I5S299.25-ML2,0,2,1036,1036,1036,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.25,2,1307
1308,2,0,Hood Ave SB,8,1,I5S299.25-ML3,0,3,1036,1036,1036,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.25,3,1308
3349,1,1,I-5 NB @ Broadway ML1,8,1,I-5 NB @ Broadway ML1,0,1,3169,3169,71,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,302.52,1,3349
3316,5,1,I-405 NB @ Alder ML1,8,1,I-405 NB @ Alder ML1,0,1,3111,3111,61,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.12,1,3316
3317,5,1,I-405 NB @ Alder ML2,8,1,I-405 NB @ Alder ML2,0,2,3111,3111,61,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.12,2,3317
3201,5,1,I-405-NB @ Broadway ML1,8,1,I-405-NB @ Broadway ML1,0,1,3108,3108,58,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.15,1,3201
3202,5,1,I-405-NB @ Broadway ML2,8,1,I-405-NB @ Broadway ML2,0,2,3108,3108,58,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.15,2,3202
3350,1,1,I-5 NB @ Broadway ML2,8,1,I-5 NB @ Broadway ML2,0,2,3169,3169,71,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,302.52,2,3350
3203,5,1,I-405-NB @ Broadway ML3,8,1,I-405-NB @ Broadway ML3,0,3,3108,3108,58,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.15,3,3203
3420,6,1,I-405-SB @ Broadway ML1,8,1,I-405-SB @ Broadway ML1,0,1,3196,3196,58,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.15,1,3420
3421,6,1,I-405-SB @ Broadway ML2,8,1,I-405-SB @ Broadway ML2,0,2,3196,3196,58,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.15,2,3421
3422,6,1,I-405-SB @ Broadway ML3,8,1,I-405-SB @ Broadway ML3,0,3,3196,3196,58,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.15,3,3422
3314,6,1,I-405 SB @ Jefferson ML1,8,1,I-405 SB @ Jefferson ML1,0,1,3110,3110,59,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.77,1,3314
3315,6,1,I-405 SB @ Jefferson ML2,8,1,I-405 SB @ Jefferson ML2,0,2,3110,3110,59,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.77,2,3315
1544,9,0,Walker Rd NB,8,1,ORG217N0.66-ML1,0,1,1063,1063,1063,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.66,1,1544
1545,9,0,Walker Rd NB,8,1,ORG217N0.66-ML2,0,2,1063,1063,1063,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.66,2,1545
1573,10,0,Denney Rd SB,8,1,ORG217S3.12-ML1,0,1,1077,1077,1077,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.12,1,1573
1574,10,0,Denney Rd SB,8,1,ORG217S3.12-ML2,0,2,1077,1077,1077,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.12,2,1574
1566,10,0,Allen Blvd SB,8,1,ORG217S2.55-ML1,0,1,1078,1078,1078,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.55,1,1566
1551,10,0,Walker Rd SB,8,1,ORG217S0.76-ML1,0,1,1080,1080,1080,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.76,1,1551
1552,10,0,Walker Rd SB,8,1,ORG217S0.76-ML2,0,2,1080,1080,1080,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.76,2,1552
1553,10,0,Walker Rd SB,8,1,ORG217S0.76-ML3,0,3,1080,1080,1080,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.76,3,1553
3073,10,0,217SB S. of Denney Rd. ML1,8,1,217SB S. of Denney Rd. ML1,0,1,3177,3177,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.4,1,3073
3074,10,0,217SB S. of Denney Rd. ML2,8,1,217SB S. of Denney Rd. ML2,0,2,3177,3177,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.4,2,3074
3075,10,0,217SB S. of Denney Rd. ML3,8,1,217SB S. of Denney Rd. ML3,0,3,3177,3177,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.4,3,3075
1580,10,0,Hall Blvd SB,8,1,ORG217S3.50-ML1,2,1,1076,1076,1076,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.5,1,1580
1581,10,0,Hall Blvd SB,8,1,ORG217S3.50-ML2,2,2,1076,1076,1076,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.5,2,1581
3076,9,0,217NB S. of Denney Rd. ML1,8,1,217NB S. of Denney Rd. ML1,0,1,3157,3157,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.4,1,3076
3077,9,0,217NB S. of Denney Rd. ML2,8,1,217NB S. of Denney Rd. ML2,0,2,3157,3157,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.4,2,3077
3078,9,0,217NB S. of Denney Rd. ML3,8,1,217NB S. of Denney Rd. ML3,0,3,3157,3157,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.4,3,3078
3061,9,1,217-NB S. of US 26 ML1,8,1,217-NB S. of US 26 ML1,0,1,3153,3153,103,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.25,1,3061
3062,9,1,217-NB S. of US 26 ML2,8,1,217-NB S. of US 26 ML2,0,2,3153,3153,103,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.25,2,3062
3063,9,1,217-NB S. of US 26 ML3,8,1,217-NB S. of US 26 ML3,0,3,3153,3153,103,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.25,3,3063
3065,10,0,217-SB S. of US 26 ML1,8,1,217-SB S. of US 26 ML1,0,1,3154,3154,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.25,1,3065
3066,10,0,217-SB S. of US 26 ML2,8,1,217-SB S. of US 26 ML2,0,2,3154,3154,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.25,2,3066
3067,10,0,217-SB S. of US 26 ML3,8,1,217-SB S. of US 26 ML3,0,3,3154,3154,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.25,3,3067
1058,1,1,Upper Boones NB,8,1,I5N291.38-ML2,0,2,1006,1006,1006,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,291.38,2,1058
1059,1,1,Upper Boones NB,8,1,I5N291.38-ML3,0,3,1006,1006,1006,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,291.38,3,1059
1081,10,1,ORE 217 WB to SB,8,1,ORE217S7.0-ML1,0,1,1037,1037,1037,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,7,1,1081
1082,10,1,ORE 217 WB to SB,8,1,ORE217S7.0-ML2,0,2,1037,1037,1037,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,7,2,1082
1066,2,0,Upper Boones SB,8,1,I5N291.25-ML2,2,2,1038,1038,1038,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,291.25,2,1066
1065,2,0,Upper Boones SB,8,1,I5N291.25-ML1,2,1,1038,1038,1038,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,291.25,1,1065
1425,7,1,Grand EB,8,1,I84E0.52-ML1,0,1,1055,1055,1055,2014-11-18 14:37:20-08,2004-01-01 00:00:00-08,0.52,1,1425
1426,7,1,Grand EB,8,1,I84E0.52-ML2,0,2,1055,1055,1055,2014-11-18 14:37:20-08,2004-01-01 00:00:00-08,0.52,2,1426
1427,7,1,Grand EB,8,1,I84E0.52-ML3,0,3,1055,1055,1055,2014-11-18 14:37:20-08,2004-01-01 00:00:00-08,0.52,3,1427
1432,7,1,16th EB,8,1,I84E1.33-ML1,0,1,1056,1056,1056,2014-11-05 12:32:20-08,2004-01-01 00:00:00-08,1.33,1,1432
1434,7,1,16th EB,8,1,I84E1.33-ML3,2,3,1056,1056,1056,2014-11-05 12:32:20-08,2004-01-01 00:00:00-08,1.33,3,1434
1440,7,1,39th EB,8,1,I84E2.60-ML1,0,1,1057,1057,1057,2014-11-18 14:38:00-08,2004-01-01 00:00:00-08,2.6,1,1440
1441,7,1,39th EB,8,1,I84E2.60-ML2,0,2,1057,1057,1057,2014-11-18 14:38:00-08,2004-01-01 00:00:00-08,2.6,2,1441
1442,7,1,39th EB,8,1,I84E2.60-ML3,0,3,1057,1057,1057,2014-11-18 14:38:00-08,2004-01-01 00:00:00-08,2.6,3,1442
1868,7,1,60th EB,8,1,I84E3.69-ML1,0,1,1127,1127,1127,2014-11-12 07:06:40-08,2004-01-01 00:00:00-08,3.69,1,1868
1869,7,1,60th EB,8,1,I84E3.69-ML2,0,2,1127,1127,1127,2014-11-12 07:06:40-08,2004-01-01 00:00:00-08,3.69,2,1869
1870,7,1,60th EB,8,1,I84E3.69-ML3,0,3,1127,1127,1127,2014-11-12 07:06:40-08,2004-01-01 00:00:00-08,3.69,3,1870
1480,8,1,33rd WB,8,1,I84W2.10-ML1,0,1,1062,1062,1062,2014-11-17 11:32:40-08,2004-01-01 00:00:00-08,2.1,1,1480
1481,8,1,33rd WB,8,1,I84W2.10-ML2,2,2,1062,1062,1062,2014-11-17 11:32:40-08,2004-01-01 00:00:00-08,2.1,2,1481
1482,8,1,33rd WB,8,1,I84W2.10-ML3,0,3,1062,1062,1062,2014-11-17 11:32:40-08,2004-01-01 00:00:00-08,2.1,3,1482
1483,8,1,33rd WB,8,1,I84W2.10-ML4,0,4,1062,1062,1062,2014-11-17 11:32:40-08,2004-01-01 00:00:00-08,2.1,4,1483
1472,8,1,Sandy WB,8,1,I84W2.40-ML1,2,1,1061,1061,1061,2014-11-17 11:35:20-08,2004-01-01 00:00:00-08,2.4,1,1472
1473,8,1,Sandy WB,8,1,I84W2.40-ML2,2,2,1061,1061,1061,2014-11-17 11:35:20-08,2004-01-01 00:00:00-08,2.4,2,1473
1474,8,1,Sandy WB,8,1,I84W2.40-ML3,2,3,1061,1061,1061,2014-11-17 11:35:20-08,2004-01-01 00:00:00-08,2.4,3,1474
1464,8,1,58th WB,8,1,I84W3.43-ML1,0,1,1060,1060,1060,2014-11-17 11:35:20-08,2004-01-01 00:00:00-08,3.43,1,1464
1465,8,1,58th WB,8,1,I84W3.43-ML2,0,2,1060,1060,1060,2014-11-17 11:35:20-08,2004-01-01 00:00:00-08,3.43,2,1465
1466,8,1,58th WB,8,1,I84W3.43-ML3,0,3,1060,1060,1060,2014-11-17 11:35:20-08,2004-01-01 00:00:00-08,3.43,3,1466
1456,8,1,82nd/Halsey WB,8,1,I84W4.90-ML1,2,1,1059,1059,1059,2014-11-17 11:35:40-08,2004-01-01 00:00:00-08,4.9,1,1456
1457,8,1,82nd/Halsey WB,8,1,I84W4.90-ML2,0,2,1059,1059,1059,2014-11-17 11:35:40-08,2004-01-01 00:00:00-08,4.9,2,1457
1458,8,1,82nd/Halsey WB,8,1,I84W4.90-ML3,0,3,1059,1059,1059,2014-11-17 11:35:40-08,2004-01-01 00:00:00-08,4.9,3,1458
1961,8,1,I-84 WB at Glisan,8,1,I84W5.7-ML1,0,1,1145,1145,1145,2014-11-17 11:38:40-08,2004-01-01 00:00:00-08,5.7,1,1961
1337,3,1,Lawnfield NB,8,1,I205N13.58-ML1,0,1,1044,1044,1044,2014-12-02 16:17:40-08,2004-01-01 00:00:00-08,13.58,1,1337
1338,3,1,Lawnfield NB,8,1,I205N13.58-ML2,0,2,1044,1044,1044,2014-12-02 16:17:40-08,2004-01-01 00:00:00-08,13.58,2,1338
1339,3,1,Lawnfield NB,8,1,I205N13.58-ML3,0,3,1044,1044,1044,2014-12-02 16:17:40-08,2004-01-01 00:00:00-08,13.58,3,1339
1850,3,1,Sunnybrook NB,8,1,I205N14.32-ML1,0,1,1124,1124,1124,2014-12-01 16:00:20-08,2004-01-01 00:00:00-08,14.32,1,1850
1851,3,1,Sunnybrook NB,8,1,I205N14.32-ML2,0,2,1124,1124,1124,2014-12-01 16:00:20-08,2004-01-01 00:00:00-08,14.32,2,1851
1852,3,1,Sunnybrook NB,8,1,I205N14.32-ML3,0,3,1124,1124,1124,2014-12-01 16:00:20-08,2004-01-01 00:00:00-08,14.32,3,1852
1345,3,1,Sunnyside NB,8,1,I205N14.70-ML1,0,1,1045,1045,1045,2014-12-01 16:01:20-08,2004-01-01 00:00:00-08,14.32,1,1345
1346,3,1,Sunnyside NB,8,1,I205N14.70-ML2,0,2,1045,1045,1045,2014-12-01 16:01:20-08,2004-01-01 00:00:00-08,14.32,2,1346
1347,3,1,Sunnyside NB,8,1,I205N14.70-ML3,0,3,1045,1045,1045,2014-12-01 16:01:20-08,2004-01-01 00:00:00-08,14.32,3,1347
1353,3,1,Johnson Cr NB,8,1,I205N16.20-ML1,2,1,1046,1046,1046,2014-12-01 16:02:00-08,2004-01-01 00:00:00-08,16.2,1,1353
1354,3,1,Johnson Cr NB,8,1,I205N16.20-ML2,0,2,1046,1046,1046,2014-12-01 16:02:00-08,2004-01-01 00:00:00-08,16.2,2,1354
1355,3,1,Johnson Cr NB,8,1,I205N16.20-ML3,2,3,1046,1046,1046,2014-12-01 16:02:00-08,2004-01-01 00:00:00-08,16.2,3,1355
1361,3,1,Foster NB,8,1,I205N18.10-ML1,0,1,1047,1047,1047,2014-12-01 16:02:40-08,2004-01-01 00:00:00-08,18.1,1,1361
1362,3,1,Foster NB,8,1,I205N18.10-ML2,0,2,1047,1047,1047,2014-12-01 16:02:40-08,2004-01-01 00:00:00-08,18.1,2,1362
1363,3,1,Foster NB,8,1,I205N18.10-ML3,0,3,1047,1047,1047,2014-12-01 16:02:40-08,2004-01-01 00:00:00-08,18.1,3,1363
1809,3,1,Powell to I-205 NB,8,1,I205N19.4-ML1,0,1,1117,1117,1117,2014-12-01 16:03:40-08,2004-01-01 00:00:00-08,19.4,1,1809
1810,3,1,Powell to I-205 NB,8,1,I205N19.4-ML2,0,2,1117,1117,1117,2014-12-01 16:03:40-08,2004-01-01 00:00:00-08,19.4,2,1810
1811,3,1,Powell to I-205 NB,8,1,I205N19.4-ML3,0,3,1117,1117,1117,2014-12-01 16:03:40-08,2004-01-01 00:00:00-08,19.4,3,1811
1369,3,1,Division NB,8,1,I205N19.78-ML1,2,1,1048,1048,1048,2014-12-01 16:03:40-08,2004-01-01 00:00:00-08,19.78,1,1369
1370,3,1,Division NB,8,1,I205N19.78-ML2,0,2,1048,1048,1048,2014-12-01 16:03:40-08,2004-01-01 00:00:00-08,19.78,2,1370
1371,3,1,Division NB,8,1,I205N19.78-ML3,0,3,1048,1048,1048,2014-12-01 16:03:40-08,2004-01-01 00:00:00-08,19.78,3,1371
1949,3,1,I-205 NB at Glisan,8,1,I205N21.12-ML1,0,1,1142,1142,1142,2014-12-01 16:13:00-08,2004-01-01 00:00:00-08,21.12,1,1949
1950,3,1,I-205 NB at Glisan,8,1,I205N21.12-ML2,0,2,1142,1142,1142,2014-12-01 16:13:00-08,2004-01-01 00:00:00-08,21.12,2,1950
1951,3,1,I-205 NB at Glisan,8,1,I205N21.12-ML3,0,3,1142,1142,1142,2014-12-01 16:13:00-08,2004-01-01 00:00:00-08,21.12,3,1951
1941,3,1,I-205 NB at Columbia,8,1,I205N23.41-ML1,0,1,1140,1140,1140,2014-12-02 16:27:40-08,2004-01-01 00:00:00-08,23.41,1,1941
1942,3,1,I-205 NB at Columbia,8,1,I205N23.41-ML2,0,2,1140,1140,1140,2014-12-02 16:27:40-08,2004-01-01 00:00:00-08,23.41,2,1942
1943,3,1,I-205 NB at Columbia,8,1,I205N23.41-ML3,0,3,1140,1140,1140,2014-12-02 16:27:40-08,2004-01-01 00:00:00-08,23.41,3,1943
1938,4,1,ORE 224/82nd Ave SB,8,1,I205S13.38-ML1,0,1,1099,1099,1099,2014-12-02 16:20:00-08,2004-01-01 00:00:00-08,13.38,1,1938
1939,4,1,ORE 224/82nd Ave SB,8,1,I205S13.38-ML2,0,2,1099,1099,1099,2014-12-02 16:20:00-08,2004-01-01 00:00:00-08,13.38,2,1939
